Country,Date,Doses,Funder,ISO3,NewPipeline,Pipeline,Source_Url,Vaccine,c9
Burkina Faso,November,151,200,African Vaccine Acquisition Trust,BFA,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
CAR,November,302,400,Italy,CAF,COVAX/Italy,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Nigeria,November,496,800,Ireland,NGA,COVAX/Ireland,COVAX,https://www.irishmirror.ie/news/irish-news/live-covid-ireland-restrictions-update-25569415,,
Niger,November,112,800,Global,NER,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,November,2,268,000,Germany,NGA,COVAX/Germany,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Nigeria,November,302,400,African Vaccine Acquisition Trust,NGA,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
oPt,November,394,687,Unknown,PSE,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Pakistan,November,3,748,000,Global,PAK,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ukraine,November,4,018,192,Procured,UKR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Chad,November,232,830,USA,TCD,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Colombia,November,1,237,570,Global,COL,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mozambique,November,756,000,African Vaccine Acquisition Trust,MOZ,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mozambique,November,629,506,Global,MOZ,Unknown,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Niger,November,168,000,Global,NER,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,November,2,924,900,Germany,NGA,COVAX/Germany,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Ukraine,November,163,347,Procured,UKR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Venezuela,November,1,600,000,Procured,VEN,Procured,Other,https://www.efe.com/efe/america/sociedad/venezuela-recibe-mas-de-un-millon-dosis-la-vacuna-anticovid-abdala/20000013-4670337,Abdala ,
Venezuela,November,5,849,562,Unknown,VEN,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Honduras,November,1,833,361,Procured,HND,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Afghanistan,December,151,200,Global,AFG,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Burundi,December,151,200,African Vaccine Acquisition Trust,BDI,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Cameroon,December,151,200,USA,CMR,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
DRC,December,1,058,400,African Vaccine Acquisition Trust,COD,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ethiopia,December,151,200,African Vaccine Acquisition Trust,ETH,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,November,1,660,230,Global,IRQ,COVAX/Global,COVAX,https://iraq.un.org/index.php/en/161292-iraq-receives-almost-3-million-doses-covid-19-vaccine-through-covax,Pfizer/BioNTech,
Mozambique,December,2,016,000,USA,MOZ,COVAX/USA,COVAX,https://www.zawya.com/mena/en/press-releases/story/CoronavirusMozambique_The_United_States_Donates_Additional_2_Million_Johnson__Johnson_Vaccines_to_Mozambique-AFPR061220213228/,Johnson & Johnson,
Mozambique,December,844,800,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mozambique,December,105,800,African Vaccine Acquisition Trust,MOZ,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Burkina Faso,December,396,090,Global,BFA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,December,2,529,680,Global,IRQ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mali,December,212,800,Global,MLI,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mali,December,487,200,USA,MLI,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Mozambique,December,952,600,African Vaccine Acquisition Trust,MOZ,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,December,2,000,000,Procured,MMR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,November,2,000,000,China,MMR,China,Other,https://www.gnlm.com.mm/one-million-doses-of-sinovac-covid-19-vaccine-arrive-at-yangon-intl-airport/,,
Myanmar,November,1,000,000,China,MMR,China,Other,https://borneobulletin.com.bn/more-chinese-covid-19-vaccines-arrive-in-myanmar-as-govt-lifts-stay-at-home-order/,,
Myanmar,November,1,000,000,China,MMR,China,Other,http://www.china.org.cn/world/Off_the_Wire/2021-11/20/content_77883763.htm,,
Nigeria,December,2,500,290,USA,NGA,COVAX/USA,COVAX,https://ng.usembassy.gov/u-s-donates-an-additional-2-5-million-doses-of-covid-19-vaccines-to-nigeria-this-week/,Pfizer/BioNTech,
Pakistan,December,5,052,140,Global,PAK,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Syria,,50,400,Denmark,SYR,COVAX/Denmark,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Syria,November,500,000,China,SYR,China,Other,https://www.france24.com/en/live-news/20211114-china-donates-500-000-more-vaccine-doses-to-syria,,
Burundi,December,151,200,African Vaccine Acquisition Trust,BDI,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mozambique,December,912,200,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mali,December,168,000,USA,MLI,COVAX/USA,COVAX,https://twitter.com/StateDept?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Johnson & Johnson,
South Sudan,December,168,000,USA,SSD,COVAX/USA,COVAX,https://ss.usembassy.gov/the-united-states-shares-an-additional-168000-doses-of-the-johnson-johnson-covid-19-vaccine-with-south-sudan/,Johnson & Johnson,
Afghanistan,December,51,526,USA,AFG,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Burkina Faso,December,376,800,Global,BFA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Colombia,December,2,081,926,Unknown,COL,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Colombia,December,200,070,Procured,COL,Procured,Other,https://colombia.as.com/colombia/2021/12/16/actualidad/1639616801_822054.html,Pfizer/BioNTech,
Colombia,December,1,406,300,Procured,COL,Procured,Other,https://colombia.as.com/colombia/2021/12/16/actualidad/1639616801_822054.html,Johnson & Johnson,
Colombia,December,68,400,Procured,COL,Procured,Other,https://colombia.as.com/colombia/2021/12/16/actualidad/1639616801_822054.html,Moderna,
Colombia,December,172,800,Procured,COL,Procured,Other,https://colombia.as.com/colombia/2021/12/16/actualidad/1639616801_822054.html,AstraZeneca,
DRC,December,228,590,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ethiopia,December,1,000,800,France,ETH,COVAX/France,COVAX,https://addisstandard.com/news-france-donates-one-million-eight-hundred-jj-covid-19-vaccines-to-ethiopia-via-covax/,Johnson & Johnson,
Pakistan,December,7,631,600,Global,PAK,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Sudan,December,300,000,France,SDN,COVAX/France,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Sudan,December,302,400,African Vaccine Acquisition Trust,SDN,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ukraine,December,523,024,Procured,UKR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Guatemala,December,1,000,350,Global,GTM,COVAX/Global,COVAX,https://www.guatevision.com/nacionales/llega-a-guatemala-lote-de-1-millon-350-dosis-de-vacuna-de-pfizer-para-continuar-vacunacion-de-menores-de-12-a-17-anos-breaking,Pfizer/BioNTech,
Haiti,December,57,600,Denmark,HTI,COVAX/Denmark,COVAX,https://www.paho.org/en/covax-americas,Johnson & Johnson,
Haiti,December,108,000,USA,HTI,COVAX/USA,COVAX,https://www.paho.org/en/covax-americas,Johnson & Johnson,
Afghanistan,September,2,000,000,China,AFG,China,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinopharm,
Afghanistan,December,1,504,800,Italy,AFG,COVAX/Italy,COVAX,https://twitter.com/UNICEFAfg/status/1473890796126494720?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet,Johnson & Johnson,
Afghanistan,December,331,200,Austria,AFG,COVAX/Austria,COVAX,https://twitter.com/UNICEFAfg/status/1473890796126494720?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet,Johnson & Johnson,
Afghanistan,December,168,000,USA,AFG,COVAX/USA,COVAX,https://twitter.com/UNICEFAfg/status/1473890796126494720?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet,Johnson & Johnson,
Afghanistan,December,300,000,USA,AFG,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
CAR,,504,300,USA,CAF,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Chad,December,496,800,Spain,TCD,COVAX/Spain,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Chad,December,144,000,Italy,TCD,COVAX/Italy,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
DRC,December,604,800,African Vaccine Acquisition Trust,COD,African Vaccine Acquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
DRC,December,899,730,USA,COD,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
DRC,December,1,253,350,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ethiopia,December,302,400,Norway,ETH,COVAX/Norway,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Ethiopia,December,165,600,Portugal,ETH,COVAX/Portugal,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Ethiopia,December,7,192,800,Germany,ETH,COVAX/Germany,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Libya,December,1,178,190,USA,LBY,COVAX/USA,COVAX,https://www.unicef.org/mena/press-releases/unicef-welcomes-arrival-1178190-vaccines-doses-donated-united-states-libya,Pfizer/BioNTech,
Mali,December,57,600,Czech Republic,MLI,COVAX/CzechRepublic,COVAX,https://data.humdata.org/visualization/covid19-humanitarian-operations/?layer=covid-19_vaccine_roll-out,Johnson & Johnson,
Mozambique,December,1,000,000,China,MOZ,China,Other,https://clubofmozambique.com/news/china-donates-a-million-vaccine-doses-to-mozambique-206798/,Sinopharm,
Mozambique,November,450,000,Argentina,MOZ,Argentina,Other,https://www.verangola.net/va/en/112021/Health/28374/Argentina-donates-350000-doses-of-AstraZeneca-vaccine-against-covid-19-to-Angola.htm,AstraZeneca,
Mozambique,December,720,000,Global,MOZ,COVAX/Global,COVAX,https://twitter.com/J77Katarina/status/1473369683650916357,AstraZeneca,
Myanmar,December,2,500,000,India,MMR,India,Other,https://www.mea.gov.in/vaccine-supply.htm,AstraZeneca,
Nigeria,,165,900,Italy,NGA,COVAX/Italy,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Nigeria,,105,600,Switzerland,NGA,COVAX/Switzerland,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Nigeria,December,2,184,400,USA,NGA,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
oPt,December,302,400,Germany,PSE,COVAX/Germany,COVAX,https://english.wafa.ps/Pages/Details/127445,Moderna,
oPt,December,151,200,Italy,PSE,COVAX/Italy,COVAX,https://english.wafa.ps/Pages/Details/127445,Moderna,
Somalia,December,500,000,China,SOM,China,Other,https://allafrica.com/stories/202112070104.html,Sinopharm,
Somalia,November,336,500,USA,SOM,COVAX/USA,COVAX,https://www.who.int/news-room/feature-stories/detail/donors-making-a-difference23_Nov_21,Johnson & Johnson,
Somalia,December,2,505,600,France,SOM,COVAX/France,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
South Sudan,December,336,000,USA,SSD,COVAX/USA,COVAX,https://ss.usembassy.gov/the-united-states-shares-an-additional-336000-doses-of-the-johnson-johnson-covid-19-vaccine-with-south-sudan/,Johnson & Johnson,
South Sudan,December,93,600,France,SSD,COVAX/France,COVAX,https://twitter.com/MarcTrouyet/status/1476560989114052610,Johnson & Johnson,
Sudan,December,1,720,800,Spain,SDN,COVAX/Spain,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Syria,November,115,200,Sweden,SYR,COVAX/Sweden,COVAX,http://www.emro.who.int/syria/news/update-on-covid-19-vaccination-in-syria-12-november-2021.html,AstraZeneca,
Syria,November,36,000,Croatia,SYR,COVAX/Croatia,COVAX,https://reliefweb.int/report/world/team-europe-dose-sharing-nine-additional-eu-member-states-support-lower-income,AstraZeneca,
Syria,November,16,800,Czech Republic,SYR,COVAX/CzechRepublic,COVAX,https://reliefweb.int/report/world/team-europe-dose-sharing-nine-additional-eu-member-states-support-lower-income,AstraZeneca,
Syria,December,21,600,Czech Republic,SYR,COVAX/CzechRepublic,COVAX,https://reliefweb.int/report/world/team-europe-dose-sharing-nine-additional-eu-member-states-support-lower-income,AstraZeneca,
Syria,December,151,200,Japan,SYR,COVAX/Japan,COVAX,https://www.mofa.go.jp/press/release/press3e_000301.html,AstraZeneca,
Syria,,45,600,Norway,SYR,COVAX/Norway,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Yemen,December,180,000,Slovakia,YEM,COVAX/Slovakia,COVAX,https://reliefweb.int/report/world/team-europe-dose-sharing-nine-additional-eu-member-states-support-lower-income,Johnson & Johnson,
Yemen,December,316,800,Netherlands,YEM,COVAX/Netherlands,COVAX,https://reliefweb.int/report/world/team-europe-dose-sharing-nine-additional-eu-member-states-support-lower-income,Johnson & Johnson,
Yemen,December,168,000,USA,YEM,COVAX/USA,COVAX,https://debriefer.net/en/news-28161.html,Johnson & Johnson,
Yemen,December,144,000,France,YEM,COVAX/France,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Yemen,December,400,800,Global,YEM,COVAX/Global,COVAX,https://debriefer.net/en/news-28161.html,Sinovac,
Zimbabwe,December,28,000,India,ZWE,India,Other,https://www.mea.gov.in/vaccine-supply.htm,AstraZeneca,
Zimbabwe,December,1,000,000,China,ZWE,China,Other,https://twitter.com/MoHCCZim/status/1473190369374396416,Sinovac,
Guatemala,December,2,000,000,USA,GTM,COVAX/USA,COVAX,https://www.state.gov/countries-areas/guatemala/,Moderna,
Ethiopia,,1,116,000,Italy,ETH,COVAX/Italy,COVAX,https://www.google.com/search?q=%22italy%22+donates+vaccines+to+%22ethiopia%22&rlz=1C5CHFA_enGB831GB831&sxsrf=AOaemvLP3tgcs5LKbbqYr3u2Fwrzrjcm3Q:1641321023188&ei=P5LUYar5CoHC8gKUvK3ICw&start=20&sa=N&ved=2ahUKEwjqlLKk3Zj1AhUBoVwKHRReC7k4ChDy0wN6BAgBEDk&biw=1920&bih=957&dpr=1,Johnson & Johnson,*I think October?
Mozambique,December,1,905,934,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
,,,,,,,,,
Somalia,,165,600,Sweden,SOM,COVAX/Sweden,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Somalia,,252,000,France,SOM,COVAX/France,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Colombia,December,5,050,921,Unknown,COL,Unkown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Pakistan,November,9,600,Luxembourg,PAK,COVAX/Luxembourg,COVAX,https://delano.lu/article/vaccine-donations-where-does-l,Moderna,
Pakistan,October,9,600,000,USA,PAK,COVAX/USA,COVAX,https://pk.usembassy.gov/united-states-donates-almost-10-million-additional-pfizer-vaccine-doses-to-pakistan/,Pfizer/BioNTech,
Pakistan,,8,020,300,USA,PAK,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Pakistan,December,5,000,000,USA,PAK,COVAX/USA,COVAX,https://tribune.com.pk/story/2335643/christmas-gift-us-donates-5m-doses-of-pfizer-vaccine-to-pakistan,Pfizer/BioNTech,
Ukraine,,665,730,USA,UKR,COVAX/USA,COVAX,https://tribune.com.pk/story/2335643/christmas-gift-us-donates-5m-doses-of-pfizer-vaccine-to-pakistan,Pfizer/BioNTech,
Ukraine,December,12,907,512,Procured,UKR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Afghanistan,January,500,000,India,AFG,India,Other,https://indianexpress.com/article/india/india-covaxin-doses-afghanistan-covid-19-7701125/,AstraZeneca,
Afghanistan,January,488,474,USA,AFG,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Burkina Faso,September,400,000,China,BFA,China,Other,https://www.panapress.com/Coronavirus-China-offers-400000--a_630701531-lang2.html,Sinopharm,
Chad,January,149,760,USA,TCD,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
DRC,September,400,000,China,COD,China,Other,https://www.unicef.org/drcongo/en/press-releases/400000-doses-sinovac-vaccine-dontated-chinese-government,Sinovac,
Ethiopia,January,1,116,000,Global,ETH,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Haiti,January,39,780,USA,HTI,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Mali,January,50,400,Global,MLI,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mozambique,January,580,094,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,January,4,587,014,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,January,1,000,000,Private Sector,MMR,Private Sector,Other,https://www3.nhk.or.jp/nhkworld/en/news/20220109_17/,AstraZeneca,
Niger,January,398,970,USA,NER,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Nigeria,January,5,938,450,USA,NGA,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Nigeria,January,2,050,140,Global,NGA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Somalia,January,202,500,Global,SOM,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Sudan,January,205,600,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Syria,January,1,000,000,China,SYR,China,Other,https://news.cgtn.com/news/2022-01-04/Syria-receives-1-million-COVID-19-vaccine-doses-donated-by-China-16ykrGnK6L6/index.html,,
Venezuela,January,1,015,744,Global,VEN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Colombia,January,200,070,Procured,COL,Procured,Other,https://www.elcolombiano.com/colombia/salud/colombia-recibio-lote-de-vacunas-pfizer-para-contener-variante-omicron-de-covid-19-HG16237044,Pfizer/BioNTech,
Colombia,January,55,136,Unknown,COL,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Honduras,January,317,295,Procured,HND,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,January,662,403,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,January,1,112,986,Procured,MMR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,January,3,217,500,USA,NGA,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
El Salvador,January,433,348,Procured,SLV,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Guatemala,January,1,058,400,Procured,GTM,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Guatemala,January,2,000,000,USA,GTM,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Moderna,
Burkina Faso,January,24,000,Global,BFA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Cameroon,December,1,000,000,China,CMR,China,Other,http://www.news.cn/english/2021-12/15/c_1310372698.htm,Sinopharm,
Niger,January,396,000,France,NER,COVAX/France,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Nigeria,January,6,991,540,Global,NGA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,January,3,200,000,USA,NGA,COVAX/USA,COVAX,https://www.vanguardngr.com/2022/01/u-s-latest-covid-19-vaccines-arrive-nigeria/,Pfizer/BioNTech,
Syria,January,741,940,Global,SYR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ukraine,January,333,450,USA,UKR,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Ukraine,January,178,740,Procured,UKR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ethiopia,January,6,748,750,France,ETH,COVAX/France,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Ethiopia,January,1,346,400,Greece,ETH,COVAX/Greece,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Ethiopia,January,1,264,800,Italy,ETH,COVAX/Italy,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Ethiopia,January,1,680,120,USA,ETH,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Ethiopia,January,1,411,200,Finland,ETH,COVAX/Finland,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Ethiopia,January,3,936,050,Global,ETH,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Guatemala,January,680,940,Global,GTM,COVAX/Global,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Mozambique,January,732,786,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Syria,January,3,988,800,Italy,SYR,COVAX/Italy,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Mozambique,January,224,400,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Syria,January,302,400,Spain,SYR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ukraine,August,60,000,Slovakia,UKR,Slovakia,Other,https://twitter.com/VladoBilcik/status/1430123672707256328?s=20,AstraZeneca,
Ukraine,August,100,000,Greece,UKR,Greece,Other,https://112.international/ukraine-top-news/greece-to-provide-ukraine-100000-doses-of-astrazeneca-vaccine-63945.html,AstraZeneca,
Ukraine,January,348,587,Procured,UKR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Afghanistan,Feb 2022,388,800,France,AFG,COVAX/France,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Burkina Faso,Feb 2022,376,800,Ireland,BFA,COVAX/Ireland,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
El Salvador,December,500,000,China,SLV,China,Other,https://www.salud.gob.sv/arriba-a-el-salvador-el-quincuagesimo-lote-de-vacunas-de-las-farmaceuticas-sinovac-y-sinopharm/,Sinovac,
El Salvador,December,100,000,China,SLV,China,Other,https://www.salud.gob.sv/arriba-a-el-salvador-el-quincuagesimo-lote-de-vacunas-de-las-farmaceuticas-sinovac-y-sinopharm/,Sinopharm,
Ethiopia,Feb 2022,348,414,Global,ETH,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,Feb 2022,381,600,Slovenia,NGA,COVAX/Slovenia,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Nigeria,Feb 2022,906,450,Greece,NGA,COVAX/Greece,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Nigeria,Feb 2022,648,000,Finland,NGA,COVAX/Finland,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Ukraine,Feb 2022,354,902,Procured,UKR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Yemen,Feb 2022,100,800,Canada,YEM,COVAX/Canada,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
CAR,Feb 2022,907,200,Denmark,CAF,COVAX/Denmark,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
CAR,Feb 2022,82,900,Global,CAF,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
El Salvador,Feb 2022,826,020,Procured,SLV,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ethiopia,Feb 2022,1,008,000,African Vaccine Acquisition Trust,ETH,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Haiti,Feb 2022,88,920,USA,HTI,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Haiti,Feb 2022,151,200,USA,HTI,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Moderna,
Mozambique,Feb 2022,840,000,African Vaccine Acquisition Trust,MOZ,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
